region_name,region_population,avg_rainfall_mm,soil_quality_index,temperature_celsius,major_crop_type,crop_area_hectares,crop_yield_tonne,fertilizer_demand_kg,pesticide_demand_litre,seed_demand_kg,irrigation_need_index,market_price_index,agri_infrastructure_score,subsidy_level
Jharkhand - Hills District 4177,50448,1241.8,83.4,23.9,Pulses,70.4,247.95,2438.0,50.99,2127.7,67.1,93.2,53.2,11.3
Uttar Pradesh - North District 4178,26369,1176.1,54.4,22.0,Wheat,48.2,153.9,5567.2,61.86,2358.5,59.5,105.9,64.1,46.9
Nagaland - Delta District 4179,100213,1170.5,82.2,27.7,Maize,160.3,1314.15,18529.8,549.08,3108.8,52.4,121.4,83.0,0.0
Meghalaya - South District 4180,33657,1431.9,45.2,23.2,Wheat,55.3,321.55,5646.9,97.85,2756.0,37.6,98.2,37.6,10.4
Jammu & Kashmir - Coastal District 4181,16441,1095.7,77.4,26.7,Maize,30.0,104.89,2708.5,43.7,600.7,56.5,88.1,54.0,24.3
Delhi - Plains District 4182,66087,954.9,68.5,27.6,Rice,94.7,509.09,11731.3,192.05,3660.5,62.9,107.1,79.4,14.9
Madhya Pradesh - West District 4183,61312,1367.6,100.0,20.8,Rice,134.1,1193.81,11780.7,305.15,5184.9,62.3,106.0,82.2,0.0
Andhra Pradesh - Hills District 4184,36249,1151.8,41.1,30.5,Wheat,35.0,128.66,3814.2,47.91,1671.4,65.5,96.8,58.8,22.6
West Bengal - Urban District 4185,25423,1281.0,36.3,29.4,Maize,55.9,349.15,8033.9,196.24,1078.8,64.3,102.5,46.5,33.7
Delhi - East District 4186,45097,1012.6,51.0,21.0,Maize,98.4,585.05,13001.5,253.85,2123.1,69.7,97.8,72.2,29.5
Sikkim - Plateau District 4187,29924,1011.2,90.4,28.2,Rice,65.0,487.85,7412.4,141.0,2631.3,82.7,109.8,35.3,22.6
Haryana - Plateau District 4188,19189,1029.0,63.6,29.2,Pulses,33.8,91.19,1599.1,23.16,1088.3,79.2,122.1,31.7,54.5
Assam - Plateau District 4189,8171,1096.5,71.2,24.1,Rice,30.0,177.35,3699.5,74.45,1269.3,68.7,109.2,48.7,27.1
Goa - Valley District 4190,28678,1293.2,56.4,21.8,Wheat,30.0,133.92,3277.2,44.35,1483.6,70.0,108.6,49.3,28.7
Goa - Rural District 4191,46762,895.8,38.7,29.8,Rice,71.3,386.23,9923.5,131.14,2689.1,38.5,108.3,27.4,16.0
West Bengal - Delta District 4192,54485,402.6,51.8,21.0,Wheat,59.3,205.85,6367.7,84.53,3437.9,66.8,106.9,28.8,0.0
Uttar Pradesh - West District 4193,17815,903.2,70.3,31.7,Rice,30.0,165.35,3566.7,54.79,1202.0,40.6,93.9,64.6,36.9
Karnataka - Central District 4194,51548,1341.7,57.3,21.5,Rice,97.0,685.97,13519.4,247.58,3863.7,61.2,105.1,59.7,14.5
Bihar - Hills District 4195,12044,796.1,53.7,30.8,Maize,30.0,123.96,3564.2,62.87,612.5,73.4,96.9,32.7,44.4
Jammu & Kashmir - Plateau District 4196,17463,914.2,68.9,29.5,Rice,30.0,157.12,4063.3,60.0,1208.1,66.5,111.0,74.3,48.8
Manipur - East District 4197,29625,453.3,52.3,27.4,Rice,45.0,140.08,5576.3,92.32,1735.1,74.9,95.0,42.5,16.0
Delhi - Rural District 4198,21753,736.8,53.5,27.4,Rice,30.0,94.02,3523.0,53.73,1184.8,79.5,99.6,38.0,36.8
Uttarakhand - Coastal District 4199,33317,1637.2,33.6,25.1,Pulses,58.0,93.79,3280.3,33.51,1906.9,36.6,98.7,72.5,0.0
Punjab - Delta District 4200,26282,1330.8,86.5,27.7,Wheat,43.0,279.0,3641.4,72.03,2014.9,55.7,99.8,32.2,10.9
Karnataka - West District 4201,13153,2158.1,61.1,28.5,Rice,30.0,272.72,3943.4,81.64,1247.8,32.0,101.3,45.7,21.9
Punjab - Hills District 4202,14802,1654.9,76.1,22.1,Maize,30.0,319.08,3137.8,88.68,577.4,30.0,86.5,28.0,32.9
Gujarat - Hills District 4203,27248,1081.2,78.6,25.8,Pulses,57.5,140.26,2103.7,38.34,1882.4,58.7,100.5,62.4,24.9
Uttar Pradesh - Plains District 4204,124984,1271.6,49.2,27.2,Maize,137.2,682.98,19396.9,269.57,2616.3,63.3,95.6,87.1,0.0
Ladakh - Delta District 4205,30834,732.5,76.2,22.6,Wheat,30.2,91.5,2493.4,36.26,1618.1,75.6,106.0,69.9,22.2
Haryana - Hills District 4206,59516,1185.2,68.0,20.9,Wheat,86.7,449.15,8464.8,129.08,4660.0,48.1,110.3,71.5,9.5
Assam - Plains District 4207,12910,685.5,62.9,27.5,Wheat,30.0,83.29,3063.9,48.01,1315.7,78.6,104.3,52.4,56.8
Nagaland - Delta District 4208,8842,200.0,80.9,26.6,Rice,30.0,70.41,3480.4,53.24,1316.7,93.4,106.8,53.8,30.8
Delhi - Rural District 4209,21249,1536.2,65.3,31.2,Rice,39.0,322.26,4801.5,112.8,1540.0,45.7,109.6,44.3,16.6
Jammu & Kashmir - Urban District 4210,14267,1360.9,86.6,28.4,Pulses,30.0,62.97,1150.7,17.35,875.9,63.0,114.0,46.9,29.5
Goa - Rural District 4211,11400,1131.8,87.9,31.0,Wheat,30.0,165.3,2069.6,49.73,1456.5,54.1,85.3,46.2,16.8
Odisha - Plains District 4212,4811,1355.1,69.3,20.4,Wheat,30.0,124.67,2872.6,39.77,1594.0,41.1,88.7,50.7,53.4
Haryana - North District 4213,13580,1208.3,31.8,18.9,Rice,30.0,180.91,4197.9,70.48,1145.4,49.9,106.5,46.2,37.0
Ladakh - West District 4214,7234,1130.2,64.2,32.7,Maize,30.0,215.37,3750.5,86.01,625.9,81.1,107.9,43.2,30.8
Maharashtra - West District 4215,38008,986.9,37.5,23.1,Rice,79.0,354.89,11230.2,189.96,3077.5,77.0,96.6,64.2,6.5
Odisha - Plains District 4216,257007,1333.1,59.3,27.1,Maize,335.7,2572.59,43832.7,1084.09,7446.2,51.5,114.3,100.0,0.0
Meghalaya - Coastal District 4217,20210,786.0,55.4,24.9,Rice,30.0,129.27,3638.1,61.41,1120.7,79.4,104.1,53.3,41.8
Haryana - Hills District 4218,15310,996.1,67.8,28.3,Maize,30.0,157.44,3037.9,81.69,559.4,66.7,114.2,56.4,24.8
Madhya Pradesh - Valley District 4219,12688,608.7,63.5,22.9,Wheat,31.1,129.23,2886.2,58.07,1704.1,80.9,89.0,50.8,40.3
Uttar Pradesh - Plateau District 4220,36504,878.6,59.6,30.3,Rice,70.2,220.57,9489.6,120.5,2998.8,77.6,116.1,68.5,26.6
Assam - Central District 4221,41421,985.7,89.1,28.4,Rice,72.8,476.93,8611.1,173.69,3040.5,73.7,96.8,51.7,19.0
Sikkim - Central District 4222,42338,236.0,66.5,27.1,Rice,58.9,104.55,8124.5,91.19,2317.7,96.6,97.5,63.6,0.0
Gujarat - South District 4223,88316,1306.4,46.4,26.3,Rice,167.4,1112.38,23804.9,282.63,7051.2,44.9,102.5,62.1,0.0
Tripura - Delta District 4224,27315,1125.7,53.3,25.6,Rice,30.0,141.8,3570.4,60.5,1156.9,59.3,113.8,21.6,6.3
Tripura - Valley District 4225,8201,805.3,40.7,24.6,Maize,30.0,143.65,3748.1,85.81,619.0,69.4,113.8,49.2,64.1
Arunachal Pradesh - Hills District 4226,45400,748.6,75.4,25.4,Maize,81.1,400.18,8250.9,190.2,1474.0,61.3,101.2,67.8,13.0
Andhra Pradesh - Valley District 4227,59101,1033.0,52.7,23.3,Maize,108.9,446.04,12264.9,292.69,2234.4,49.5,122.8,40.9,0.0
Jharkhand - Rural District 4228,36653,1648.5,52.9,26.8,Rice,30.0,181.77,4402.5,59.08,1171.1,47.5,113.8,48.2,19.8
Haryana - Coastal District 4229,19820,1112.2,65.8,24.6,Maize,30.7,240.55,3434.1,118.9,638.1,49.4,94.5,37.7,42.5
Meghalaya - West District 4230,108946,1583.5,61.6,24.6,Maize,130.1,1107.96,15898.1,425.33,2552.6,45.7,105.1,75.2,0.0
Jharkhand - South District 4231,81321,492.5,56.0,29.0,Wheat,96.3,266.44,9830.9,142.74,4734.8,84.0,115.2,53.1,0.0
Punjab - Central District 4232,9011,1263.4,59.5,21.3,Maize,30.0,252.18,3277.5,108.46,605.4,59.0,95.5,36.0,50.8
Sikkim - Hills District 4233,71874,1331.2,70.6,24.4,Rice,121.0,745.0,17443.9,290.07,4889.3,45.4,110.7,77.2,0.0
Andhra Pradesh - Coastal District 4234,16937,1552.1,56.0,26.3,Wheat,30.0,241.56,3181.4,47.94,1512.2,47.4,97.8,30.9,49.4
Assam - Plateau District 4235,31738,857.4,89.5,31.2,Rice,31.2,161.66,3513.7,67.06,1220.0,91.1,108.3,48.4,28.2
Tripura - Rural District 4236,37644,1542.3,65.9,17.2,Rice,48.1,392.7,6823.8,121.73,2054.9,65.7,112.6,50.2,22.9
Ladakh - Plateau District 4237,67607,948.4,56.7,24.3,Rice,83.5,339.67,11114.1,128.38,3316.4,82.0,110.0,82.5,3.4
Arunachal Pradesh - Valley District 4238,16052,439.0,37.2,30.1,Wheat,30.0,60.58,3296.2,29.88,1433.4,84.1,95.8,49.5,17.6
Haryana - Coastal District 4239,13602,1518.6,82.5,25.6,Rice,30.0,212.42,3752.8,68.48,1248.0,52.4,101.5,49.3,63.2
Gujarat - South District 4240,16521,1818.7,54.7,28.4,Rice,30.0,241.45,4020.9,72.53,1101.8,47.0,94.6,43.5,45.1
Tripura - West District 4241,13892,1176.1,82.8,29.5,Maize,30.0,218.28,3054.2,100.82,602.7,52.7,108.5,57.4,40.3
Jammu & Kashmir - Hills District 4242,25347,626.2,52.5,19.4,Maize,30.0,153.68,3705.6,92.19,663.8,79.8,93.9,43.5,37.8
Telangana - West District 4243,104155,989.7,42.0,23.3,Wheat,128.1,521.75,13366.3,178.06,6323.3,57.8,102.6,70.0,0.0
Nagaland - Valley District 4244,6253,1467.2,47.8,22.9,Maize,30.0,222.71,4245.6,87.25,621.5,57.6,102.7,30.5,55.7
Meghalaya - South District 4245,23472,1442.5,64.4,26.9,Wheat,36.7,262.84,3546.0,65.52,1913.4,46.5,99.9,47.0,51.8
Odisha - Valley District 4246,39885,906.7,66.9,33.5,Rice,41.5,188.51,3999.0,98.91,1507.3,63.6,97.2,62.0,20.8
Assam - North District 4247,49670,727.5,34.3,22.7,Maize,37.1,147.41,4568.6,92.29,765.6,66.7,110.6,58.3,11.0
Kerala - East District 4248,76505,832.0,80.1,27.5,Wheat,118.6,508.78,12767.7,192.15,5503.8,55.6,114.1,63.0,0.0
Sikkim - Rural District 4249,133465,728.9,46.6,30.8,Maize,363.1,2034.87,44754.6,785.37,7043.9,56.4,111.3,83.1,0.0
Rajasthan - West District 4250,57264,1010.3,56.3,27.3,Maize,88.1,384.22,11071.8,262.64,1633.3,68.3,122.6,35.7,2.2
Chhattisgarh - East District 4251,4416,1119.2,25.2,25.5,Wheat,30.0,164.94,3175.7,48.81,1404.4,56.9,94.9,52.0,52.7
Ladakh - Delta District 4252,25868,818.8,90.7,26.8,Wheat,57.4,231.15,5105.0,71.31,3122.7,71.1,101.2,43.5,55.0
Andhra Pradesh - Coastal District 4253,6378,385.5,55.6,28.3,Wheat,30.0,83.66,2909.7,42.53,1438.4,83.6,101.4,54.0,69.1
Delhi - Rural District 4254,3649,1115.9,84.3,21.1,Pulses,30.0,119.69,1074.7,21.59,940.6,50.3,112.9,30.8,43.7
Kerala - North District 4255,16747,850.8,67.5,21.8,Wheat,33.5,88.35,3248.1,45.74,1686.3,78.7,109.7,64.5,13.0
Himachal Pradesh - Plains District 4256,45474,200.0,79.0,22.5,Maize,61.7,195.06,5900.9,148.65,1313.1,80.6,104.9,62.4,16.4
Maharashtra - Plains District 4257,45925,720.7,46.3,28.8,Rice,55.7,244.69,8103.3,108.9,2205.5,73.5,102.6,57.8,2.2
Chhattisgarh - Plateau District 4258,105420,935.3,75.3,33.0,Pulses,164.3,151.97,6594.9,105.88,4980.0,66.5,93.2,63.4,0.0
Karnataka - West District 4259,4482,1293.0,50.2,31.7,Maize,30.0,185.84,3993.9,96.54,567.6,41.8,116.6,60.4,41.4
Rajasthan - Plains District 4260,8847,539.5,57.8,22.1,Maize,30.0,145.73,3072.5,86.36,586.2,90.2,120.5,54.0,42.8
Haryana - Urban District 4261,52155,1309.8,31.6,23.2,Pulses,36.5,68.89,1885.4,27.59,1096.6,56.1,118.2,47.0,26.7
Ladakh - Coastal District 4262,15006,1162.8,75.7,23.1,Rice,30.0,173.11,3116.9,65.16,1227.6,79.5,96.9,44.2,47.2
Madhya Pradesh - Central District 4263,8797,786.0,58.2,24.1,Wheat,30.0,96.62,3453.0,45.97,1424.0,85.8,84.4,32.4,43.4
Maharashtra - Rural District 4264,11315,1869.4,35.3,24.6,Wheat,30.0,184.13,3551.5,47.99,1482.1,48.2,107.9,54.1,19.5
Uttar Pradesh - East District 4265,80004,1143.4,74.1,32.5,Rice,47.4,274.26,6146.3,81.89,1964.0,60.9,100.8,68.5,0.0
Bihar - Urban District 4266,28770,1289.4,72.4,24.6,Rice,41.8,223.88,5015.6,84.22,1612.8,46.1,93.9,54.4,15.5
Ladakh - Rural District 4267,18133,1185.4,46.7,27.2,Maize,30.0,181.52,3756.5,103.24,557.8,64.0,118.1,40.7,43.1
Arunachal Pradesh - Delta District 4268,31519,1161.6,50.8,27.5,Maize,45.0,306.96,5134.6,128.05,915.4,61.3,88.3,73.3,20.2
Goa - Plains District 4269,59339,1025.4,39.8,22.2,Maize,101.4,537.8,13449.5,331.32,1855.4,77.4,123.1,49.3,0.0
Nagaland - Plains District 4270,16297,709.8,45.0,26.8,Pulses,30.0,11.83,1214.4,17.5,971.5,79.2,112.3,24.7,39.8
Andhra Pradesh - Central District 4271,8414,806.5,70.4,26.3,Pulses,30.0,80.12,1118.5,21.04,853.2,73.2,116.7,38.0,41.7
Arunachal Pradesh - South District 4272,43769,1598.8,62.2,21.8,Rice,79.4,741.74,11638.9,215.56,3443.4,27.9,113.7,58.6,34.5
Sikkim - Hills District 4273,13408,1297.2,51.4,31.2,Pulses,30.0,57.01,1294.2,18.17,933.8,47.4,118.0,45.9,32.6
Punjab - Central District 4274,15912,1351.1,65.4,27.4,Rice,30.0,190.02,3933.5,78.08,1120.3,40.4,113.6,60.7,3.8
Maharashtra - Urban District 4275,23996,955.4,64.0,23.7,Rice,30.0,165.04,3685.1,62.53,1237.1,59.7,103.5,32.9,30.1
Himachal Pradesh - Hills District 4276,12513,1291.7,74.4,25.7,Pulses,30.0,43.14,1114.1,16.99,850.0,45.0,99.9,41.6,47.5
Nagaland - Urban District 4277,14358,1163.3,46.0,33.0,Maize,30.0,219.71,3707.8,116.83,664.6,65.2,105.0,36.0,35.4
Gujarat - East District 4278,24626,1046.7,37.2,22.0,Wheat,38.5,199.91,3873.1,58.75,1701.8,64.8,107.5,61.2,0.0
Madhya Pradesh - Coastal District 4279,15324,683.0,53.7,22.0,Pulses,30.0,18.91,1277.2,19.37,876.4,94.2,97.0,38.3,43.4
Assam - Valley District 4280,21260,821.4,57.7,23.1,Pulses,40.1,72.43,1591.3,21.4,1382.1,67.8,107.1,33.0,28.5
Kerala - Delta District 4281,20003,297.3,39.9,21.9,Rice,32.3,6.46,3988.7,35.53,1232.2,81.6,106.2,62.7,24.1
Meghalaya - Rural District 4282,19191,995.2,52.3,22.9,Wheat,30.0,125.5,3442.8,47.02,1462.2,63.2,107.7,45.6,29.6
Tamil Nadu - Rural District 4283,27855,742.1,65.9,20.3,Wheat,34.8,172.82,3336.7,63.29,1705.3,78.7,105.3,43.2,17.2
Sikkim - East District 4284,35405,715.4,54.3,31.1,Wheat,64.0,236.29,7395.6,107.26,3282.8,86.0,105.5,45.7,10.3
Himachal Pradesh - Plateau District 4285,12124,1414.2,74.5,31.0,Maize,30.0,265.36,2937.1,102.89,635.6,61.0,112.0,87.5,31.4
Ladakh - West District 4286,13831,953.6,38.1,28.6,Rice,30.0,139.23,3778.8,64.78,1213.7,69.1,121.6,38.5,5.1
Goa - Plateau District 4287,20051,1372.5,32.8,32.1,Maize,30.0,213.08,3524.8,68.81,609.9,48.8,93.8,44.3,33.8
Meghalaya - South District 4288,32047,1027.4,69.8,25.9,Maize,59.7,478.68,7207.6,211.48,1068.9,62.1,90.6,65.3,17.4
Sikkim - South District 4289,47345,1158.6,30.3,26.8,Rice,92.9,531.38,12803.4,215.62,3825.9,56.9,91.3,70.6,13.8
Karnataka - Delta District 4290,38764,296.1,63.1,28.1,Rice,98.9,199.02,11904.5,179.16,4217.8,86.7,109.6,32.5,35.7
Jammu & Kashmir - Hills District 4291,24628,621.2,46.3,24.3,Wheat,49.6,210.21,4922.7,57.42,2562.0,72.1,91.7,36.3,41.6
Himachal Pradesh - East District 4292,17117,642.3,20.0,24.2,Wheat,30.2,57.03,3800.8,40.75,1448.8,79.9,101.1,47.4,20.1
Telangana - West District 4293,15733,924.0,55.7,25.6,Wheat,30.0,125.16,3396.6,48.61,1309.4,65.7,106.7,74.1,42.5
Tamil Nadu - Plains District 4294,57070,1157.1,61.3,30.3,Rice,77.6,621.45,10483.8,196.84,2882.0,56.9,102.4,40.3,0.0
Sikkim - South District 4295,13834,1368.5,47.7,21.9,Wheat,30.0,172.42,3125.1,39.91,1529.5,50.2,102.2,18.4,8.5
West Bengal - Valley District 4296,80953,1394.2,70.8,32.0,Pulses,145.9,351.64,5935.7,93.16,4527.6,39.3,105.1,87.0,0.0
Assam - Urban District 4297,98711,1404.5,42.1,32.9,Wheat,239.1,1277.01,24801.3,309.48,11102.1,56.7,110.4,80.3,0.0
Maharashtra - Coastal District 4298,20292,967.7,77.6,31.8,Maize,45.4,288.36,4668.2,126.64,893.8,76.8,103.2,36.5,25.3
Andhra Pradesh - Coastal District 4299,33958,522.4,86.1,33.5,Wheat,63.5,321.46,5100.4,97.94,3455.1,75.3,108.0,88.3,32.3
Delhi - Delta District 4300,26340,1339.7,15.9,25.8,Pulses,30.0,49.74,1451.7,21.55,934.0,34.1,103.6,47.3,39.9
Uttarakhand - Central District 4301,9632,856.2,87.5,24.5,Pulses,30.0,31.01,1126.7,20.27,960.7,74.2,106.1,48.2,47.4
Sikkim - Coastal District 4302,61272,1587.9,48.5,25.9,Pulses,65.1,164.98,2724.0,47.76,2016.1,38.7,117.2,41.5,0.0
Chhattisgarh - Valley District 4303,14287,443.3,54.0,27.0,Rice,30.0,38.13,3379.5,42.52,1236.7,81.3,122.3,59.8,59.1
Haryana - Coastal District 4304,51913,1456.6,48.9,30.9,Rice,95.6,706.56,14305.0,233.01,3810.8,66.5,107.2,58.1,0.0
Telangana - Plateau District 4305,25035,1345.5,57.5,27.1,Pulses,30.0,48.26,1318.6,20.87,848.3,41.9,115.9,26.8,25.8
Odisha - Hills District 4306,9479,845.3,67.2,27.0,Rice,30.0,180.1,3513.7,67.46,1290.5,62.3,85.2,51.3,36.5
Tripura - West District 4307,17854,1865.0,87.9,28.0,Rice,35.9,395.01,4037.1,97.96,1430.5,30.3,97.8,53.9,30.5
Andhra Pradesh - Coastal District 4308,42372,1181.9,53.8,29.9,Maize,64.2,479.4,7455.0,268.6,1402.5,57.8,117.3,71.0,28.2
Punjab - Plains District 4309,20538,1090.2,66.9,30.8,Wheat,30.0,187.31,3046.4,56.34,1505.3,41.9,112.3,55.7,31.6
Manipur - West District 4310,60336,793.8,64.5,23.7,Rice,110.6,618.18,11622.0,256.92,3912.9,74.6,115.4,58.0,0.0
Goa - North District 4311,20361,984.0,39.0,22.9,Rice,30.0,130.69,3985.0,63.59,1185.7,72.1,94.6,34.4,18.2
Andhra Pradesh - Plateau District 4312,56254,1273.7,36.7,24.2,Maize,84.8,628.14,11114.8,235.13,1820.9,54.3,107.9,66.4,0.0
Uttarakhand - Plateau District 4313,48621,1663.4,80.9,28.0,Wheat,98.6,655.46,7409.5,180.26,4504.0,43.7,112.1,70.8,9.0
Sikkim - Rural District 4314,30960,1214.6,42.4,23.4,Wheat,30.0,131.0,3023.2,44.01,1458.8,72.5,95.3,35.3,37.8
Meghalaya - Plains District 4315,89178,774.8,55.9,29.5,Rice,140.2,610.07,18026.8,275.31,5564.3,68.3,88.8,56.9,0.0
Odisha - South District 4316,41717,1319.0,42.5,25.9,Rice,65.4,392.13,9597.9,116.28,2672.4,47.8,110.9,55.7,11.9
Punjab - South District 4317,70376,871.6,49.2,27.5,Rice,107.9,661.41,14963.7,208.58,4515.4,60.1,81.0,77.3,0.0
Jammu & Kashmir - Delta District 4318,42359,839.7,58.9,30.9,Rice,69.2,386.03,8409.6,169.32,2656.8,72.1,124.0,49.3,9.9
Ladakh - Plains District 4319,25284,950.6,57.6,27.4,Maize,33.3,221.45,3809.9,82.94,689.2,67.6,93.3,58.7,25.9
Maharashtra - South District 4320,26178,1138.6,44.6,25.5,Wheat,30.0,107.63,3150.0,45.62,1423.7,58.0,113.4,57.9,19.2
Bihar - Rural District 4321,50038,350.6,73.6,30.1,Pulses,56.0,11.2,2211.3,30.77,1507.6,93.9,97.5,53.4,0.0
Haryana - Rural District 4322,49943,1037.9,55.0,30.5,Rice,97.2,602.79,13018.0,183.33,3754.7,61.7,104.9,59.2,9.4
Assam - Central District 4323,28233,1433.5,51.7,28.9,Pulses,40.5,155.96,1905.2,27.07,1310.0,46.6,88.6,67.6,20.3
Manipur - Hills District 4324,19784,587.2,44.0,30.4,Rice,30.0,112.22,3994.6,58.18,1064.3,79.8,97.7,68.2,31.3
West Bengal - Delta District 4325,136743,1487.3,36.5,23.9,Rice,207.4,1498.84,32616.6,487.06,8620.2,57.3,120.0,65.6,0.0
Odisha - Rural District 4326,29122,1433.0,60.8,31.3,Wheat,30.0,185.05,2487.8,47.21,1653.1,49.6,91.8,40.8,24.0
Telangana - Plateau District 4327,14689,800.8,59.3,31.0,Wheat,33.7,110.42,3429.7,33.52,1871.6,66.1,98.8,59.7,42.8
Manipur - South District 4328,22817,1179.6,38.6,32.9,Wheat,30.0,89.84,2953.2,34.71,1422.2,53.2,104.8,41.6,11.3
Bihar - North District 4329,31449,837.4,30.3,23.7,Maize,55.7,276.51,6783.1,154.89,1183.8,66.9,109.4,56.0,26.7
Karnataka - West District 4330,11873,663.7,79.5,24.2,Wheat,30.0,130.96,2867.8,48.14,1636.1,99.3,106.3,37.8,30.8
Tamil Nadu - Coastal District 4331,23834,1181.7,84.1,32.4,Wheat,41.4,246.45,3839.8,73.56,2042.7,58.8,101.8,46.4,19.4
Arunachal Pradesh - Central District 4332,34952,1016.8,58.8,21.9,Rice,37.0,262.46,4912.8,94.25,1332.1,69.7,101.5,51.5,0.0
Assam - Delta District 4333,38506,1336.0,88.7,28.8,Pulses,84.1,292.84,3261.8,73.83,2838.4,50.1,112.0,68.5,17.8
Nagaland - Valley District 4334,23927,551.8,28.6,24.0,Wheat,37.1,136.96,4823.1,54.14,1683.7,81.4,106.2,48.9,9.7
Goa - Delta District 4335,19605,1629.8,54.8,21.0,Wheat,35.2,246.05,3996.5,67.16,1832.1,48.2,128.1,44.2,57.1
Telangana - South District 4336,71142,1140.7,45.4,19.5,Rice,177.2,775.27,26185.9,292.84,7721.9,64.6,99.4,70.9,0.0
Delhi - North District 4337,35152,1258.2,77.1,28.5,Rice,81.4,634.58,10303.9,239.14,3254.8,56.7,87.2,55.7,37.1
Himachal Pradesh - Plains District 4338,13023,1361.0,49.2,26.4,Rice,30.0,190.93,4724.7,59.23,1125.6,47.2,110.1,39.9,46.6
Jharkhand - Valley District 4339,38481,1118.7,62.0,33.6,Wheat,56.9,206.15,5488.1,83.15,2299.7,73.6,104.8,48.4,20.1
West Bengal - Rural District 4340,24409,742.3,40.2,24.2,Maize,37.4,151.78,4892.3,78.66,768.8,75.2,107.8,46.5,36.1
Uttarakhand - North District 4341,21871,1184.7,58.9,22.9,Pulses,35.9,53.66,1557.6,20.21,1066.1,68.1,102.7,62.2,20.4
Jharkhand - Plateau District 4342,34749,910.0,63.0,22.3,Rice,52.2,258.2,7679.0,97.09,2041.2,65.4,97.9,62.2,26.3
Jharkhand - Central District 4343,17351,962.6,45.5,30.2,Wheat,30.6,128.12,3065.0,39.82,1352.5,60.1,108.5,55.5,56.8
Meghalaya - Urban District 4344,24823,522.4,42.1,29.3,Maize,44.6,166.65,6631.7,94.19,924.3,82.1,111.4,73.3,7.6
Rajasthan - Plateau District 4345,7119,609.4,56.3,25.1,Wheat,30.0,12.78,3105.7,32.47,1550.4,93.6,82.7,63.8,61.1
Punjab - West District 4346,12721,1077.8,54.4,26.3,Maize,30.0,124.96,3336.0,72.67,616.1,65.2,95.3,24.6,28.8
Karnataka - West District 4347,22909,1426.5,81.4,29.4,Rice,48.0,307.46,5156.1,115.38,1972.4,52.2,116.8,51.7,45.6
Punjab - Hills District 4348,11963,1730.2,44.0,27.4,Rice,30.0,279.52,4232.4,98.14,1194.8,38.5,119.0,42.5,38.8
Himachal Pradesh - Coastal District 4349,26793,200.0,37.7,26.2,Rice,57.7,46.15,10306.8,63.75,2444.6,77.7,102.2,37.4,27.8
Nagaland - Coastal District 4350,20029,1360.2,58.4,23.3,Rice,30.0,167.93,4201.5,71.42,1190.8,52.0,93.7,65.6,49.0
Rajasthan - Delta District 4351,23465,1260.3,74.4,18.5,Rice,31.0,182.22,3135.7,69.75,1274.6,56.6,106.5,39.9,27.6
Chhattisgarh - East District 4352,53871,1776.4,82.9,21.3,Rice,120.5,1018.27,11793.8,283.5,4628.4,31.0,104.9,44.0,3.0
Uttar Pradesh - West District 4353,52847,1215.0,51.2,27.7,Wheat,94.4,472.53,11152.7,144.45,4915.9,54.8,132.4,53.6,0.0
Sikkim - Delta District 4354,36343,200.0,51.2,21.5,Rice,54.8,98.01,6352.5,75.49,2154.0,97.1,113.2,59.4,27.9
Jharkhand - South District 4355,7579,829.5,53.1,25.0,Wheat,30.0,102.17,3297.1,42.79,1415.2,74.8,102.9,28.7,21.3
Nagaland - Plains District 4356,26492,1310.4,68.0,20.3,Wheat,40.9,262.4,3782.3,72.39,1837.2,65.0,120.0,58.6,28.7
Jharkhand - Central District 4357,18061,1127.6,63.1,27.1,Wheat,30.4,104.99,3049.1,37.24,1555.1,60.5,101.1,62.7,29.6
Haryana - East District 4358,4590,1238.0,36.8,26.3,Rice,30.0,202.6,4469.0,74.89,1113.5,78.5,89.8,31.6,77.7
Andhra Pradesh - Delta District 4359,23911,816.9,39.3,23.7,Wheat,30.0,73.02,2930.1,40.51,1577.7,61.9,100.0,28.4,24.3
Tripura - South District 4360,41234,1306.9,67.7,24.7,Maize,89.1,699.94,8825.3,276.13,1909.1,70.9,104.6,36.1,8.3
Karnataka - Valley District 4361,11688,1287.2,57.3,33.3,Wheat,30.0,137.38,3499.4,46.94,1426.9,75.3,107.9,57.3,39.3
Assam - Central District 4362,13286,1457.6,67.6,27.5,Maize,30.0,314.27,3338.6,107.79,606.7,36.9,92.4,24.8,33.2
Tamil Nadu - Plains District 4363,60258,584.2,49.0,26.1,Wheat,84.8,346.48,10508.7,155.18,4153.2,79.7,108.9,55.5,0.0
Puducherry - North District 4364,26780,1513.9,99.1,25.0,Wheat,30.0,223.84,2233.2,57.47,1554.4,53.3,125.3,40.3,0.0
Himachal Pradesh - West District 4365,13172,1420.4,68.9,30.4,Rice,30.0,181.19,3841.7,57.81,1233.9,52.2,106.4,49.3,38.9
Gujarat - Central District 4366,66828,1418.8,63.8,29.3,Wheat,68.1,496.06,7978.9,143.7,3263.1,33.5,103.6,38.6,0.0
Karnataka - Urban District 4367,22110,1010.4,45.1,22.4,Maize,34.5,165.69,3529.8,82.81,697.1,70.3,106.0,55.1,30.9
Kerala - Plateau District 4368,21967,1636.4,46.3,27.6,Pulses,38.9,75.52,1717.1,31.13,1221.4,43.0,100.8,41.3,25.7
